"id","port_number","transport_protocol","service_name","description","registration_date","modification_date","reference","assignment_notes","traffic"
"5769",3258,"udp","ivecon-port","Ivecon Server Port",,,,,1.85383423031905e-08
"5770",3259,"tcp","epncdp2","Epson Network Common Devi",,,,,2.56484430419881e-06
"5771",3259,"udp","epncdp2","Epson Network Common Devi",,,,,5.39626390964276e-07
"5772",3260,"tcp","iscsi-target","iSCSI port",,2013-08-27,"[RFC7143]",,1.18662287091414e-06
"5773",3260,"udp","iscsi-target","iSCSI port",,2013-08-27,"[RFC7143]",,6.05877850915725e-07
"5774",3261,"tcp","winshadow","winShadow",,,,,2.2618997711826e-06
"5775",3261,"udp","winshadow","winShadow",,,,,6.31091807239208e-09
"5776",3262,"tcp","necp","NECP",,,,,6.16431590890989e-05
"5777",3262,"udp","necp","NECP",,,,,2.8769639487383e-09
"5778",3263,"tcp","ecolor-imager","E-Color Enterprise Imager",,,,,2.46857726259915e-06
"5779",3263,"udp","ecolor-imager","E-Color Enterprise Imager",,,,,1.061211997868e-08
"5780",3264,"tcp","ccmail","cc:mail/lotus",,,,,1.63514166512948e-06
"5781",3264,"udp","ccmail","cc:mail/lotus",,,,,6.61698433723197e-08
"5782",3265,"tcp","altav-tunnel","Altav Tunnel",,,,,7.04264713294242e-07
"5783",3265,"udp","altav-tunnel","Altav Tunnel",,,,,4.56725394457114e-09
"5784",3266,"tcp","ns-cfg-server","NS CFG Server",,,,,1.4559418645024e-06
"5785",3266,"udp","ns-cfg-server","NS CFG Server",,,,,2.27977945050163e-09
"5786",3267,"tcp","ibm-dial-out","IBM Dial Out",,,,,1.16132148579781e-06
"5787",3267,"udp","ibm-dial-out","IBM Dial Out",,,,,3.12631610523282e-09
"5788",3268,"tcp","msft-gc","Microsoft Global Catalog",,,,,3.15390676581125e-06
"5789",3268,"udp","msft-gc","Microsoft Global Catalog",,,,,2.18391885455384e-09
"5790",3269,"tcp","msft-gc-ssl","Microsoft Global Catalog with LDAP/SSL",,,,,3.71708964983156e-05
"5791",3269,"udp","msft-gc-ssl","Microsoft Global Catalog with LDAP/SSL",,,,,2.69653973569997e-09
"5792",3270,"tcp","verismart","Verismart",,,,,1.3856039271051e-06
"5793",3270,"udp","verismart","Verismart",,,,,3.16413642575244e-09
"5794",3271,"tcp","csoft-prev","CSoft Prev Port",,,,,2.21227238865336e-06
"5795",3271,"udp","csoft-prev","CSoft Prev Port",,,,,1.90747850745348e-08
"5796",3272,"tcp","user-manager","Fujitsu User Manager",,,,,2.93785687505224e-06
"5797",3272,"udp","user-manager","Fujitsu User Manager",,,,,4.92543366404828e-08
"5798",3273,"tcp","sxmp","Simple Extensible Multiplexed Protocol",,,,,1.09349884530151e-06
"5799",3273,"udp","sxmp","Simple Extensible Multiplexed Protocol",,,,,3.05454181427785e-07
"5800",3274,"tcp","ordinox-server","Ordinox Server",,,,,1.93787171927174e-06
"5801",3274,"udp","ordinox-server","Ordinox Server",,,,,2.29787098910367e-09
"5802",3275,"tcp","samd","SAMD",,,,,2.48667027472134e-06
"5803",3275,"udp","samd","SAMD",,,,,4.63814658000237e-09
"5804",3276,"tcp","maxim-asics","Maxim ASICs",,,,,2.22029913771726e-06
"5805",3276,"udp","maxim-asics","Maxim ASICs",,,,,1.62796751052056e-07
"5806",3277,"tcp","awg-proxy","AWG Proxy",,,,,1.35045419601537e-06
"5807",3277,"udp","awg-proxy","AWG Proxy",,,,,6.66186117642705e-09
"5808",3278,"tcp","lkcmserver","LKCM Server",,,,,1.08870147680937e-06
"5809",3278,"udp","lkcmserver","LKCM Server",,,,,3.17142215849257e-09
"5810",3279,"tcp","admind","admind",,,,,1.0041839481176e-06
"5811",3279,"udp","admind","admind",,,,,1.62439095250429e-09
"5812",3280,"tcp","vs-server","VS Server",,,,,1.54962001511414e-06
"5813",3280,"udp","vs-server","VS Server",,,,,1.83360445194985e-07
"5814",3281,"tcp","sysopt","SYSOPT",,,,,1.95986857434827e-06
"5815",3281,"udp","sysopt","SYSOPT",,,,,3.34513367395072e-09
"5816",3282,"tcp","datusorb","Datusorb",,,,,1.07513364147862e-06
"5817",3282,"udp","datusorb","Datusorb",,,,,3.64413850838318e-07
"5818",3283,"tcp","Apple Remote Desktop (Net Assistant)","Net Assistant",,2011-11-09,,,1.86330232653327e-06
"5819",3283,"udp","Apple Remote Desktop (Net Assistant)","Net Assistant",,2011-11-09,,,4.69653886274324e-08
"5820",3284,"tcp","4talk","4Talk",,,,,1.88563465276453e-06
"5821",3284,"udp","4talk","4Talk",,,,,8.14928035340771e-08
"5822",3285,"tcp","plato","Plato",,,,,1.26556845130261e-06
"5823",3285,"udp","plato","Plato",,,,,3.32614165152473e-09
"5824",3286,"tcp","e-net","E-Net",,,,,1.0667075687708e-06
"5825",3286,"udp","e-net","E-Net",,,,,4.47896559894416e-08
"5826",3287,"tcp","directvdata","DIRECTVDATA",,,,,1.80113652540602e-06
"5827",3287,"udp","directvdata","DIRECTVDATA",,,,,7.89222824161407e-07
"5828",3288,"tcp","cops","COPS",,,,,1.07028600961678e-06
"5829",3288,"udp","cops","COPS",,,,,2.01510187797954e-07
"5830",3289,"tcp","enpc","ENPC",,,,,3.71043474693922e-06
"5831",3289,"udp","enpc","ENPC",,,,,3.08376333291947e-07
"5832",3290,"tcp","caps-lm","CAPS LOGISTICS TOOLKIT - LM",,,,,8.28507658823373e-07
"5833",3290,"udp","caps-lm","CAPS LOGISTICS TOOLKIT - LM",,,,,3.14949210294342e-07
"5834",3291,"tcp","sah-lm","S A Holditch & Associates - LM",,,,,1.55518050271425e-06
"5835",3291,"udp","sah-lm","S A Holditch & Associates - LM",,,,,1.75717138514805e-09
"5836",3292,"tcp","cart-o-rama","Cart O Rama",,,,,2.00212811638473e-06
"5837",3292,"udp","cart-o-rama","Cart O Rama",,,,,1.72265829612108e-08
"5838",3293,"tcp","fg-fps","fg-fps",,,,,2.20839719745698e-06
"5839",3293,"udp","fg-fps","fg-fps",,,,,1.69062563071194e-08
"5840",3294,"tcp","fg-gip","fg-gip",,,,,5.42504934852812e-06
"5841",3294,"udp","fg-gip","fg-gip",,,,,1.98114627030213e-09
"5842",3295,"tcp","dyniplookup","Dynamic IP Lookup",,,,,1.11667214156024e-06
"5843",3295,"udp","dyniplookup","Dynamic IP Lookup",,,,,6.24051660995394e-09
"5844",3296,"tcp","rib-slm","Rib License Manager",,,,,3.4419927427313e-06
"5845",3296,"udp","rib-slm","Rib License Manager",,,,,9.04338711258458e-08
"5846",3297,"tcp","cytel-lm","Cytel License Manager",,,,,3.9823251948741e-06
"5847",3297,"udp","cytel-lm","Cytel License Manager",,,,,1.88012835791721e-09
"5848",3298,"tcp","deskview","DeskView",,,,,1.98796416076389e-06
"5849",3298,"udp","deskview","DeskView",,,,,3.96781823677932e-08
"5850",3299,"tcp","pdrncs","pdrncs",,,,,1.08102509781434e-06
"5851",3299,"udp","pdrncs","pdrncs",,,,,4.3410687809481e-09
"5852",3300,"tcp","ceph","Ceph monitor",2015-06-29,,,,6.71735062677519e-07
"5853",3302,"tcp","mcs-fastmail","MCS Fastmail",,,,,2.34978723778451e-06
"5854",3302,"udp","mcs-fastmail","MCS Fastmail",,,,,7.73586823078295e-08
"5855",3303,"tcp","opsession-clnt","OP Session Client",,,,,1.43647234006522e-06
"5856",3303,"udp","opsession-clnt","OP Session Client",,,,,3.83401452706505e-09
"5857",3304,"tcp","opsession-srvr","OP Session Server",,,,,1.12742260859883e-06
"5858",3304,"udp","opsession-srvr","OP Session Server",,,,,2.44498548694973e-08
"5859",3305,"tcp","odette-ftp","ODETTE-FTP",,,"[RFC5024]",,1.38481289299866e-06
"5860",3305,"udp","odette-ftp","ODETTE-FTP",,,"[RFC5024]",,2.40183593944821e-09
"5861",3306,"tcp","mysql","MySQL",,,,,1.40895493793919e-05
"5862",3306,"udp","mysql","MySQL",,,,,1.82601746644205e-09
"5863",3307,"tcp","opsession-prxy","OP Session Proxy",,,,,2.41298957765291e-06
"5864",3307,"udp","opsession-prxy","OP Session Proxy",,,,,3.43731047244424e-09
"5865",3308,"tcp","tns-server","TNS Server",,,,,1.74899003938507e-05
"5866",3308,"udp","tns-server","TNS Server",,,,,7.08108551281172e-08
"5867",3309,"tcp","tns-adv","TNS ADV",,,,,2.46357867690391e-06
"5868",3309,"udp","tns-adv","TNS ADV",,,,,1.6151081922333e-06
"5869",3310,"tcp","dyna-access","Dyna Access",,,,,1.85263323048731e-06
"5870",3310,"udp","dyna-access","Dyna Access",,,,,7.40967205941631e-09
"5871",3311,"tcp","mcns-tel-ret","MCNS Tel Ret",,,,,1.13060983015529e-06
"5872",3311,"udp","mcns-tel-ret","MCNS Tel Ret",,,,,4.76969908016286e-09
"5873",3312,"tcp","appman-server","Application Management Server",,,,,3.16667914647863e-06
"5874",3312,"udp","appman-server","Application Management Server",,,,,3.5252058796759e-08
"5875",3313,"tcp","uorb","Unify Object Broker",,2012-07-31,,,1.87357529155976e-06
"5876",3313,"udp","uorb","Unify Object Broker",,2012-07-31,,,3.41021409562111e-09
"5877",3314,"tcp","uohost","Unify Object Host",,2012-07-31,,,1.11569216957554e-06
"5878",3314,"udp","uohost","Unify Object Host",,2012-07-31,,,8.18901624860229e-08
"5879",3315,"tcp","cdid","CDID",,,,,1.45576299567051e-06
"5880",3315,"udp","cdid","CDID",,,,,2.68892655429734e-09
"5881",3316,"tcp","aicc-cmi","AICC/CMI",,,,,1.73106734149847e-06
"5882",3316,"udp","aicc-cmi","AICC/CMI",,,,,8.01437969067373e-08
"5883",3317,"tcp","vsaiport","VSAI PORT",,,,,4.45558494581989e-06
"5884",3317,"udp","vsaiport","VSAI PORT",,,,,2.25022720871018e-09
"5885",3318,"tcp","ssrip","Swith to Swith Routing Information Protocol",,,,,9.16559586516014e-07
"5886",3318,"udp","ssrip","Swith to Swith Routing Information Protocol",,,,,8.62931190641835e-08
"5887",3319,"tcp","sdt-lmd","SDT License Manager",,,,,1.08474114896074e-06
"5888",3319,"udp","sdt-lmd","SDT License Manager",,,,,6.38074649967032e-09
"5889",3320,"tcp","officelink2000","Office Link 2000",,,,,3.63349438029773e-06
"5890",3320,"udp","officelink2000","Office Link 2000",,,,,8.16318873534763e-08
"5891",3321,"tcp","vnsstr","VNSSTR",,,,,3.25176005059423e-06
"5892",3321,"udp","vnsstr","VNSSTR",,,,,4.35367555445543e-09
"5893",3326,"tcp","sftu","SFTU",,,,,1.56475370994897e-06
"5894",3326,"udp","sftu","SFTU",,,,,1.94478882668058e-07
"5895",3327,"tcp","bbars","BBARS",,,,,1.4839708151152e-06
"5896",3327,"udp","bbars","BBARS",,,,,1.2853311241549e-06
"5897",3328,"tcp","egptlm","Eaglepoint License Manager",,,,,1.31270550489137e-06
"5898",3328,"udp","egptlm","Eaglepoint License Manager",,,,,2.63986492119421e-07
"5899",3329,"tcp","hp-device-disc","HP Device Disc",,,,,1.93512082305807e-06
"5900",3329,"udp","hp-device-disc","HP Device Disc",,,,,5.45725940925e-09
"5901",3330,"tcp","mcs-calypsoicf","MCS Calypso ICF",,,,,1.48650191141417e-06
"5902",3330,"udp","mcs-calypsoicf","MCS Calypso ICF",,,,,1.91680260811857e-09
"5903",3331,"tcp","mcs-messaging","MCS Messaging",,,,,2.74705319430994e-06
"5904",3331,"udp","mcs-messaging","MCS Messaging",,,,,2.12956237657885e-09
"5905",3332,"tcp","mcs-mailsvr","MCS Mail Server",,,,,3.18218834306718e-06
"5906",3332,"udp","mcs-mailsvr","MCS Mail Server",,,,,6.30224068283558e-08
"5907",3333,"tcp","dec-notes","DEC Notes",,,,,1.09290586851859e-05
"5908",3333,"udp","dec-notes","DEC Notes",,,,,5.0359148427812e-09
"5909",3334,"tcp","directv-web","Direct TV Webcasting",,,,,9.01840769136572e-07
"5910",3334,"udp","directv-web","Direct TV Webcasting",,,,,3.90957330593668e-09
"5911",3335,"tcp","directv-soft","Direct TV Software Updates",,,,,2.33828298392484e-06
"5912",3335,"udp","directv-soft","Direct TV Software Updates",,,,,5.10819913502375e-09
"5913",3336,"tcp","directv-tick","Direct TV Tickers",,,,,1.63063523477396e-06
"5914",3336,"udp","directv-tick","Direct TV Tickers",,,,,6.16589924598639e-08
"5915",3337,"tcp","directv-catlg","Direct TV Data Catalog",,,,,3.89214869839698e-06
"5916",3337,"udp","directv-catlg","Direct TV Data Catalog",,,,,2.5067683368662e-06
"5917",3338,"tcp","anet-b","OMF data b",,,,,1.73037773461523e-06
"5918",3338,"udp","anet-b","OMF data b",,,,,8.55860755396707e-09
"5919",3339,"tcp","anet-l","OMF data l",,,,,1.91827760061848e-06
"5920",3339,"udp","anet-l","OMF data l",,,,,6.71277944344629e-09
"5921",3340,"tcp","anet-m","OMF data m",,,,,3.51532123601836e-05
"5922",3340,"udp","anet-m","OMF data m",,,,,1.65573597572218e-08
"5923",3341,"tcp","anet-h","OMF data h",,,,,3.33664915165577e-06
"5924",3341,"udp","anet-h","OMF data h",,,,,1.21117529907707e-08
"5925",3342,"tcp","webtie","WebTIE",,,,,2.63338634940662e-06
"5926",3342,"udp","webtie","WebTIE",,,,,6.98669024962933e-09
"5927",3343,"tcp","ms-cluster-net","MS Cluster Net",2009-02-12,,,,5.31954350664032e-07
"5928",3343,"udp","ms-cluster-net","MS Cluster Net",2009-02-12,,,,3.68952780473558e-09
"5929",3344,"tcp","bnt-manager","BNT Manager",,,,,1.55476668946701e-06
"5930",3344,"udp","bnt-manager","BNT Manager",,,,,2.61584819904304e-07
"5931",3345,"tcp","influence","Influence",,,,,1.26601353589712e-06
"5932",3345,"udp","influence","Influence",,,,,7.63921357182903e-09
"5933",3346,"tcp","trnsprntproxy","Trnsprnt Proxy",,,,,5.54838681664326e-06
"5934",3346,"udp","trnsprntproxy","Trnsprnt Proxy",,,,,2.35158648632277e-07
"5935",3347,"tcp","phoenix-rpc","Phoenix RPC",,,,,6.8831288797615e-07
"5936",3347,"udp","phoenix-rpc","Phoenix RPC",,,,,6.06860606214084e-09
"5937",3348,"tcp","pangolin-laser","Pangolin Laser",,,,,3.573095819602e-06
"5938",3348,"udp","pangolin-laser","Pangolin Laser",,,,,3.32436524253083e-08
"5939",3349,"tcp","chevinservices","Chevin Services",,,,,2.60602596710047e-06
"5940",3349,"udp","chevinservices","Chevin Services",,,,,7.10146100583663e-09
"5941",3350,"tcp","findviatv","FINDVIATV",,,,,7.34181159859871e-07
"5942",3350,"udp","findviatv","FINDVIATV",,,,,1.34960422114968e-08
"5943",3351,"tcp","btrieve","Btrieve port",,,,,2.1181556205582e-06
"5944",3351,"udp","btrieve","Btrieve port",,,,,2.32554040108664e-09
"5945",3352,"tcp","ssql","Scalable SQL",,,,,5.17853920083724e-06
"5946",3352,"udp","ssql","Scalable SQL",,,,,3.92373546058918e-09
"5947",3353,"tcp","fatpipe","FATPIPE",,,,,2.65136909319171e-06
"5948",3353,"udp","fatpipe","FATPIPE",,,,,4.89584867739232e-09
"5949",3354,"tcp","suitjd","SUITJD",,,,,4.98970103069159e-06
"5950",3354,"udp","suitjd","SUITJD",,,,,4.64977100752399e-09
"5951",3355,"tcp","ordinox-dbase","Ordinox Dbase",,,,,1.35641679057302e-06
"5952",3355,"udp","ordinox-dbase","Ordinox Dbase",,,,,1.14115858881774e-08
"5953",3356,"tcp","upnotifyps","UPNOTIFYPS",,,,,9.20465557886663e-07
"5954",3356,"udp","upnotifyps","UPNOTIFYPS",,,,,9.65317838432805e-08
"5955",3357,"tcp","adtech-test","Adtech Test IP",,,,,1.6393715650895e-06
"5956",3357,"udp","adtech-test","Adtech Test IP",,,,,0
"5957",3358,"tcp","mpsysrmsvr","Mp Sys Rmsvr",,,,,2.128469271081e-06
"5958",3358,"udp","mpsysrmsvr","Mp Sys Rmsvr",,,,,2.62254861729947e-07
"5959",3359,"tcp","wg-netforce","WG NetForce",,,,,1.65016975777065e-06
"5960",3359,"udp","wg-netforce","WG NetForce",,,,,4.41237072720791e-09
"5961",3360,"tcp","kv-server","KV Server",,,,,4.289722865976e-06
"5962",3360,"udp","kv-server","KV Server",,,,,6.47112233052139e-09
"5963",3361,"tcp","kv-agent","KV Agent",,,,,2.29699334482671e-06
"5964",3361,"udp","kv-agent","KV Agent",,,,,7.54122455957667e-09
"5965",3362,"tcp","dj-ilm","DJ ILM",,,,,1.23689000626774e-06
"5966",3362,"udp","dj-ilm","DJ ILM",,,,,1.99702753043143e-09
"5967",3363,"tcp","nati-vi-server","NATI Vi Server",,,,,1.29669040011925e-06
"5968",3363,"udp","nati-vi-server","NATI Vi Server",,,,,3.69059201288942e-09
"5969",3364,"tcp","creativeserver","Creative Server",,,,,1.55405424303957e-06
"5970",3364,"udp","creativeserver","Creative Server",,,,,4.07628151312464e-06
"5971",3365,"tcp","contentserver","Content Server",,,,,8.88858739463037e-07
"5972",3365,"udp","contentserver","Content Server",,,,,4.49802311110174e-08
"5973",3366,"tcp","creativepartnr","Creative Partner",,,,,1.32281564607043e-06
"5974",3366,"udp","creativepartnr","Creative Partner",,,,,5.14041189719716e-08
"5975",3372,"tcp","tip2","TIP 2",,,,,2.91652973435269e-06
"5976",3372,"udp","tip2","TIP 2",,,,,6.99356667154177e-09
"5977",3373,"tcp","lavenir-lm","Lavenir License Manager",,,,,1.91859522582111e-06
"5978",3373,"udp","lavenir-lm","Lavenir License Manager",,,,,4.9408728684853e-09
"5979",3374,"tcp","cluster-disc","Cluster Disc",,,,,2.2130503248133e-06
"5980",3374,"udp","cluster-disc","Cluster Disc",,,,,4.13368735676939e-08
"5981",3375,"tcp","vsnm-agent","VSNM Agent",,,,,7.96932848506502e-07
"5982",3375,"udp","vsnm-agent","VSNM Agent",,,,,4.85213428094770e-09
"5983",3376,"tcp","cdbroker","CD Broker",,,,,1.19771232918058e-06
"5984",3376,"udp","cdbroker","CD Broker",,,,,6.10015574077259e-08
"5985",3377,"tcp","cogsys-lm","Cogsys Network License Manager",,,,,2.30878534419855e-06
"5986",3377,"udp","cogsys-lm","Cogsys Network License Manager",,,,,4.13821433452842e-09
"5987",3378,"tcp","wsicopy","WSICOPY",,,,,9.55826575225871e-07
"5988",3378,"udp","wsicopy","WSICOPY",,,,,5.61228997851159e-08
"5989",3379,"tcp","socorfs","SOCORFS",,,,,3.9808446357466e-06
"5990",3379,"udp","socorfs","SOCORFS",,,,,3.89033569701678e-09
"5991",3380,"tcp","sns-channels","SNS Channels",,,,,9.98829695871356e-06
"5992",3380,"udp","sns-channels","SNS Channels",,,,,6.62395735649982e-07
"5993",3381,"tcp","geneous","Geneous",,,,,1.03380519971398e-06
"5994",3381,"udp","geneous","Geneous",,,,,5.89997000095179e-09
"5995",3382,"tcp","fujitsu-neat","Fujitsu Network Enhanced Antitheft function",,,,,1.00680509279876e-06
"5996",3382,"udp","fujitsu-neat","Fujitsu Network Enhanced Antitheft function",,,,,6.66714947232711e-08
"5997",3383,"tcp","esp-lm","Enterprise Software Products License Manager",,,,,5.11238810390085e-06
"5998",3383,"udp","esp-lm","Enterprise Software Products License Manager",,,,,1.51762631609602e-08
"5999",3384,"tcp","hp-clic","Cluster Management Services",,,,,1.42313674769835e-06
"6000",3384,"udp","hp-clic","Hardware Management",,,,,6.9252526943274e-08
"6001",3385,"tcp","qnxnetman","qnxnetman",,,,,5.7214034860385e-06
"6002",3385,"udp","qnxnetman","qnxnetman",,,,,4.61874524674676e-09
"6003",3386,"tcp","gprs-data","GPRS Data",,,,,1.85664824226257e-06
"6004",3386,"udp","gprs-sig","GPRS SIG",,,,,1.67368016242752e-08
"6005",3387,"tcp","backroomnet","Back Room Net",,,,,7.77016356645007e-07
"6006",3387,"udp","backroomnet","Back Room Net",,,,,6.17003328535073e-09
"6007",3388,"tcp","cbserver","CB Server",,,,,2.12029500639464e-06
"6008",3388,"udp","cbserver","CB Server",,,,,4.24406211468271e-09
"6009",3389,"tcp","ms-wbt-server","MS WBT Server",,,,,3.71149985557617e-05
"6010",3389,"udp","ms-wbt-server","MS WBT Server",,,,,3.21020354083631e-07
"6011",3390,"tcp","dsc","Distributed Service Coordinator",,,,,2.12998404859374e-06
"6012",3390,"udp","dsc","Distributed Service Coordinator",,,,,3.08593349893024e-08
"6013",3391,"tcp","savant","SAVANT",,,,,9.78661289567579e-07
"6014",3391,"udp","savant","SAVANT",,,,,1.63462372320758e-08
"6015",3392,"tcp","efi-lm","EFI License Management",,,,,2.28349574723406e-06
"6016",3392,"udp","efi-lm","EFI License Management",,,,,8.43942442703378e-08
"6017",3393,"tcp","d2k-tapestry1","D2K Tapestry Client to Server",,,,,1.34369549189701e-05
"6018",3393,"udp","d2k-tapestry1","D2K Tapestry Client to Server",,,,,1.13131057029335e-08
"6019",3394,"tcp","d2k-tapestry2","D2K Tapestry Server to Server",,,,,3.8285088052533e-06
"6020",3394,"udp","d2k-tapestry2","D2K Tapestry Server to Server",,,,,2.29224705832596e-08
"6021",3395,"tcp","dyna-lm","Dyna License Manager (Elam)",,,,,1.52262498365319e-06
"6022",3395,"udp","dyna-lm","Dyna License Manager (Elam)",,,,,1.55595418204153e-08
"6023",3396,"tcp","printer-agent","Printer Agent
IANA assigned this well-formed service name as a replacement for ""printer_agent"".",,,,,3.09987257918208e-06
"6024",3396,"udp","printer-agent","Printer Agent
IANA assigned this well-formed service name as a replacement for ""printer_agent"".",,,,,1.65246967531261e-09
"6025",3397,"tcp","cloanto-lm","Cloanto License Manager",2010-04-30,,,,1.43069082461792e-06
"6026",3397,"udp","cloanto-lm","Cloanto License Manager",2010-04-30,,,,1.82465085944675e-06
"6027",3398,"tcp","mercantile","Mercantile",,,,,1.64944388594805e-06
"6028",3398,"udp","mercantile","Mercantile",,,,,1.78153356563881e-08
"6029",3399,"tcp","csms","CSMS",,,,,1.27974951611606e-06
"6030",3399,"udp","csms","CSMS",,,,,3.01220024635166e-09
"6031",3400,"tcp","csms2","CSMS2",,,,,3.09240928740417e-06
"6032",3400,"udp","csms2","CSMS2",,,,,3.97892693265482e-08
"6033",3401,"tcp","filecast","filecast",,,,,1.45301152642167e-06
"6034",3401,"udp","filecast","filecast",,,,,3.84807026090245e-08
"6035",3402,"tcp","fxaengine-net","FXa Engine Network Port",,,,,1.6312788351201e-06
"6036",3402,"udp","fxaengine-net","FXa Engine Network Port",,,,,1.50618198534123e-09
"6037",3405,"tcp","nokia-ann-ch1","Nokia Announcement ch 1",,,,,8.51025239135446e-07
"6038",3405,"udp","nokia-ann-ch1","Nokia Announcement ch 1",,,,,8.58185640900545e-09
"6039",3406,"tcp","nokia-ann-ch2","Nokia Announcement ch 2",,,,,1.23493186326598e-06
"6040",3406,"udp","nokia-ann-ch2","Nokia Announcement ch 2",,,,,1.7839894306076e-08
"6041",3407,"tcp","ldap-admin","LDAP admin server port",,,,,3.80508214559196e-06
"6042",3407,"udp","ldap-admin","LDAP admin server port",,,,,4.50730873654863e-07
"6043",3408,"tcp","BESApi","BES Api Port",,,,,5.62472754292155e-06
"6044",3408,"udp","BESApi","BES Api Port",,,,,3.54268345203712e-08
